목적지명,목적지X좌표,목적지Y좌표,목적지시군구명,목적지읍면동명,대분류,중분류,소분류,방문건수
불교문화원,126.908806702356,36.2808599679674,부여군,부여읍,생활편의,종교,절,3
비당교회,127.019408409478,36.2311718003818,부여군,석성면,생활편의,종교,교회시설,6
비비비,126.9449280485096,36.29529842343314,부여군,부여읍,생활편의,카페,카페기타,6
비비비,126.94529760862572,36.29531312091584,부여군,부여읍,생활편의,카페,카페기타,6
비엠에스,126.889892131109,36.2320043148339,부여군,장암면,기업/단체,업종별기업,업종별기업기타,6
사또국밥,126.916139394537,36.2795823766153,부여군,부여읍,생활편의,음식점,한식,3
사랑나무,126.89964155499108,36.19759161871384,부여군,임천면,여행/레저,관광명소,촬영지,140
사랑나무돈까스,126.8918532663431,36.1906778700522,부여군,임천면,생활편의,음식점,전문음식점,6
사비궁,126.90663087116168,36.307388708410826,부여군,규암면,여행/레저,관광명소,관광명소기타,3
사비면옥,126.912973042496,36.2756939129247,부여군,부여읍,생활편의,음식점,한식,32
사비문,127.000409976293,36.2452256495915,부여군,석성면,여행/레저,관광명소,문화유적지,3
사비한옥,126.92347419831788,36.2915083579,부여군,부여읍,여행/레저,숙박,펜션,12
사비향,126.913028616258,36.272972001006,부여군,부여읍,생활편의,음식점,한식,14
삼성광고인쇄,126.918889115501,36.2836374856614,부여군,부여읍,기업/단체,업종별기업,업종별기업기타,3
삼오식당,126.990105516142,36.2242002064933,부여군,석성면,생활편의,음식점,한식,3
삼용1리마을회관,126.785568197594,36.2169221250037,부여군,남면,기업/단체,사회시설,회관,3
삼일씨엔에스/부여공장,126.8697550920542,36.22486612713293,부여군,장암면,기업/단체,업종별기업,건설업,25
삼정식당,126.9195557254954,36.28333196862744,부여군,부여읍,생활편의,음식점,한식,19
서동공원,126.911584313687,36.2713888399188,부여군,부여읍,여행/레저,관광명소,공원,11
서동맛고을,126.914500682791,36.2758883437473,부여군,부여읍,생활편의,음식점,한식,3
서동선화한옥,126.927471616012,36.291803270204,부여군,부여읍,여행/레저,숙박,펜션,19
서동요오픈세트장,126.82367652048136,36.14484720175128,부여군,충화면,여행/레저,관광명소,촬영지,59
서동한우/본점,126.915444982045,36.283081974145,부여군,부여읍,생활편의,음식점,한식,39
서울오치과의원,126.911306482906,36.2805266865375,부여군,부여읍,의료편의,의료시설,의원,3
서진기계,127.003020738329,36.2588630010091,부여군,석성면,기업/단체,업종별기업,철강 금속,19
선진기업,127.013242011762,36.2635847434574,부여군,석성면,기업/단체,업종별기업,업종별기업기타,4
성요셉연합의원,126.91080307693976,36.2795784349898,부여군,부여읍,의료편의,의료시설,의원,6
성천씨엠에스,127.007159200732,36.2656955799307,부여군,초촌면,기업/단체,업종별기업,기계,3
세븐일레븐/부여롯데아울렛점,126.902112628434,36.307273588254,부여군,규암면,쇼핑,대형유통점,편의점,3
소담돈까스,126.769680152685,36.2853031376168,부여군,내산면,생활편의,음식점,전문음식점,6
솔내음,126.90891776082378,36.28588717375132,부여군,부여읍,생활편의,음식점,한식,77
송정그림책마을,126.8305648616868,36.137125895284726,부여군,양화면,여행/레저,관광명소,관광명소기타,3
수도산기도원,126.7838297600976,36.18480636172134,부여군,충화면,생활편의,종교,교회시설,5
